Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Thu Jul 23 21:01:59 2026,1,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,78, 159, 78, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 138, 0, 138, 0, 1, 10, 111
Thu Jul 23 21:02:00 2026,2,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 139, 0, 139, 0, 1, 10, 52
Thu Jul 23 21:02:02 2026,3,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0,80, 157, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 140, 0, 140, 0, 1, 9, 48
Thu Jul 23 21:02:03 2026,4,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 141, 0, 141, 0, 1, 9, 255
Thu Jul 23 21:02:04 2026,5,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0,82, 134, 82, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 142, 0, 142, 0, 1, 9, 241
Thu Jul 23 21:02:05 2026,6,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0,80, 157, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 143, 0, 143, 0, 1, 10, 182
Thu Jul 23 21:02:06 2026,7,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 144, 0, 144, 0, 1, 10, 48
Thu Jul 23 21:02:08 2026,8,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0,80, 157, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 145, 0, 145, 0, 1, 9, 127
Thu Jul 23 21:02:09 2026,9,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0,80, 157, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 146, 0, 146, 0, 1, 10, 174
Thu Jul 23 21:02:10 2026,10,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 147, 0, 147, 0, 1, 9, 134
Thu Jul 23 21:02:12 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 148, 0, 148, 0, 1, 9, 170
Thu Jul 23 21:02:13 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 149, 0, 149, 0, 1, 9, 173
Thu Jul 23 21:02:14 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 150, 0, 150, 0, 1, 10, 193
Thu Jul 23 21:02:15 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 151, 0, 151, 0, 1, 10, 215
Thu Jul 23 21:02:17 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 160, 0, 0, 0, 0, 0, 1, 0, 0, 0, 152, 0, 152, 0, 1, 9, 53
Thu Jul 23 21:02:18 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0,80, 157, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 153, 0, 153, 0, 1, 10, 75
Thu Jul 23 21:02:19 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 154, 0, 154, 0, 1, 9, 216
Thu Jul 23 21:02:20 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0,80, 159, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 155, 0, 155, 0, 1, 10, 130
Thu Jul 23 21:02:22 2026,19,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 156, 0, 156, 0, 1, 9, 134
Thu Jul 23 21:02:23 2026,20,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0,80, 158, 80, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 157, 0, 157, 0, 1, 9, 119
