Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Wed Jul 22 19:53:45 2026,1,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,58, 159, 56, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 11, 102
Wed Jul 22 19:53:46 2026,2,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0,62, 158, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 1, 11, 144
Wed Jul 22 19:53:48 2026,3,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0,64, 158, 64, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 11, 69
Wed Jul 22 19:53:49 2026,4,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0,64, 157, 60, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 4, 0, 1, 11, 80
Wed Jul 22 19:53:50 2026,5,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0,64, 157, 62, 160, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 5, 0, 1, 10, 243
Wed Jul 22 19:53:51 2026,6,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0,64, 158, 64, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 6, 0, 1, 11, 78
Wed Jul 22 19:53:53 2026,7,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0,64, 158, 62, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 7, 0, 1, 11, 142
Wed Jul 22 19:53:54 2026,8,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0,62, 158, 62, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 8, 0, 1, 11, 46
Wed Jul 22 19:53:55 2026,9,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0,64, 157, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 9, 0, 1, 11, 21
Wed Jul 22 19:53:56 2026,10,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0,64, 156, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 10, 0, 1, 11, 163
Wed Jul 22 19:53:58 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,64, 157, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11, 0, 11, 0, 1, 11, 85
Wed Jul 22 19:53:59 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,64, 157, 62, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 0, 12, 0, 1, 10, 249
Wed Jul 22 19:54:00 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,64, 157, 60, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 13, 0, 1, 11, 109
Wed Jul 22 19:54:02 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,62, 158, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 0, 14, 0, 1, 11, 171
Wed Jul 22 19:54:03 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,64, 158, 62, 161, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15, 0, 15, 0, 1, 10, 226
Wed Jul 22 19:54:04 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0,62, 157, 62, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 16, 0, 1, 11, 119
Wed Jul 22 19:54:05 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0,64, 158, 62, 161, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17, 0, 17, 0, 1, 11, 174
Wed Jul 22 19:54:07 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0,62, 157, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18, 0, 18, 0, 1, 11, 111
