Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Sat Jul 18 15:56:13 2026,1,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,54, 166, 50, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 8, 240
Sat Jul 18 15:56:14 2026,2,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0,52, 158, 50, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 1, 9, 142
Sat Jul 18 15:56:16 2026,3,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0,52, 158, 50, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 9, 171
Sat Jul 18 15:56:17 2026,4,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0,54, 157, 50, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 4, 0, 1, 8, 241
Sat Jul 18 15:56:18 2026,5,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0,52, 157, 52, 162, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 5, 0, 1, 8, 208
Sat Jul 18 15:56:19 2026,6,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0,52, 156, 50, 168, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 6, 0, 1, 8, 208
Sat Jul 18 15:56:21 2026,7,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0,54, 159, 52, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 7, 0, 1, 9, 101
Sat Jul 18 15:56:22 2026,8,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0,56, 160, 54, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 8, 0, 1, 9, 16
Sat Jul 18 15:56:24 2026,9,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0,54, 160, 56, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 9, 0, 1, 9, 105
Sat Jul 18 15:56:25 2026,10,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0,54, 159, 52, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 10, 0, 1, 9, 30
Sat Jul 18 15:56:26 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,54, 159, 54, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11, 0, 11, 0, 1, 8, 166
Sat Jul 18 15:56:28 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,56, 159, 54, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 0, 12, 0, 1, 9, 93
Sat Jul 18 15:56:29 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,54, 159, 54, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 13, 0, 1, 9, 112
Sat Jul 18 15:56:30 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,56, 160, 54, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 0, 14, 0, 1, 9, 26
Sat Jul 18 15:56:32 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,56, 159, 56, 160, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15, 0, 15, 0, 1, 8, 236
