Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Wed Jul 22 20:23:33 2026,1,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,52, 158, 50, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 4, 1, 0, 1, 11, 123
Wed Jul 22 20:23:34 2026,2,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0,60, 159, 60, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 2, 4, 2, 0, 1, 11, 17
Wed Jul 22 20:23:36 2026,3,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0,60, 157, 58, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 4, 3, 0, 1, 11, 83
Wed Jul 22 20:23:37 2026,4,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0,60, 158, 58, 160, 0, 0, 0, 0, 0, 1, 0, 0, 4, 4, 4, 4, 0, 1, 11, 143
Wed Jul 22 20:23:38 2026,5,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0,60, 158, 58, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 5, 4, 5, 0, 1, 11, 80
Wed Jul 22 20:23:39 2026,6,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0,60, 161, 58, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 6, 4, 6, 0, 1, 11, 0
Wed Jul 22 20:23:41 2026,7,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0,58, 159, 58, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 7, 4, 7, 0, 1, 11, 202
Wed Jul 22 20:23:42 2026,8,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0,60, 158, 58, 158, 0, 0, 0, 0, 0, 1, 0, 0, 4, 8, 4, 8, 0, 1, 11, 125
Wed Jul 22 20:23:43 2026,9,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0,66, 159, 64, 161, 0, 0, 0, 0, 0, 1, 0, 0, 4, 9, 4, 9, 0, 1, 11, 57
Wed Jul 22 20:23:45 2026,10,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0,62, 159, 66, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 10, 4, 10, 0, 1, 11, 183
Wed Jul 22 20:23:46 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,74, 157, 70, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 11, 4, 11, 0, 1, 11, 16
Wed Jul 22 20:23:47 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,68, 159, 68, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 12, 4, 12, 0, 1, 10, 249
Wed Jul 22 20:23:48 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,62, 156, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 4, 13, 4, 13, 0, 1, 11, 205
Wed Jul 22 20:23:50 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,62, 160, 60, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 14, 4, 14, 0, 1, 11, 114
Wed Jul 22 20:23:51 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,60, 158, 62, 158, 0, 0, 0, 0, 0, 1, 0, 0, 4, 15, 4, 15, 0, 1, 11, 37
Wed Jul 22 20:23:52 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0,58, 157, 58, 158, 0, 0, 0, 0, 0, 1, 0, 0, 4, 16, 4, 16, 0, 1, 11, 187
Wed Jul 22 20:23:53 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0,56, 158, 50, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 17, 4, 17, 0, 1, 11, 161
Wed Jul 22 20:23:55 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0,48, 158, 44, 159, 0, 0, 0, 0, 0, 1, 0, 0, 4, 18, 4, 18, 0, 1, 10, 247
