Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Sat Jul 18 09:19:45 2026,1,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 6, 0, 1, 11, 18
Sat Jul 18 09:19:46 2026,2,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0,42, 156, 40, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 7, 0, 1, 10, 49
Sat Jul 18 09:19:48 2026,3,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0,44, 157, 40, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 8, 0, 1, 10, 182
Sat Jul 18 09:19:49 2026,4,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0,44, 157, 40, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 9, 0, 1, 10, 250
Sat Jul 18 09:19:50 2026,5,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 10, 0, 1, 10, 92
Sat Jul 18 09:19:51 2026,6,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0,44, 156, 40, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11, 0, 11, 0, 1, 10, 103
Sat Jul 18 09:19:53 2026,7,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0,44, 159, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 0, 12, 0, 1, 10, 249
Sat Jul 18 09:19:54 2026,8,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0,42, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 13, 0, 1, 10, 171
Sat Jul 18 09:19:55 2026,9,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0,42, 159, 38, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 0, 14, 0, 1, 10, 103
Sat Jul 18 09:19:57 2026,10,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15, 0, 15, 0, 1, 10, 235
Sat Jul 18 09:19:58 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,44, 160, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 16, 0, 1, 10, 55
Sat Jul 18 09:19:59 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,44, 159, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17, 0, 17, 0, 1, 10, 177
Sat Jul 18 09:20:00 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,44, 158, 40, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18, 0, 18, 0, 1, 10, 129
Sat Jul 18 09:20:02 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 19, 0, 19, 0, 1, 10, 97
Sat Jul 18 09:20:03 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,44, 160, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20, 0, 20, 0, 1, 10, 201
Sat Jul 18 09:20:04 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 21, 0, 21, 0, 1, 10, 127
Sat Jul 18 09:20:06 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0,44, 156, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 22, 0, 22, 0, 1, 10, 61
Sat Jul 18 09:20:07 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 23, 0, 23, 0, 1, 11, 0
Sat Jul 18 09:20:08 2026,19,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 24, 0, 24, 0, 1, 10, 179
Sat Jul 18 09:20:10 2026,20,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 25, 0, 25, 0, 1, 10, 208
Sat Jul 18 09:20:11 2026,21,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 26, 0, 1, 10, 245
Sat Jul 18 09:20:12 2026,22,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 27, 0, 27, 0, 1, 10, 54
Sat Jul 18 09:20:14 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0,44, 156, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 28, 0, 28, 0, 1, 11, 19
Sat Jul 18 09:20:15 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 29, 0, 29, 0, 1, 10, 122
Sat Jul 18 09:20:16 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 30, 0, 30, 0, 1, 10, 254
Sat Jul 18 09:20:17 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 31, 0, 31, 0, 1, 10, 203
Sat Jul 18 09:20:19 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0,44, 157, 44, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 32, 0, 32, 0, 1, 11, 3
Sat Jul 18 09:20:20 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 0, 33, 0, 1, 10, 255
Sat Jul 18 09:20:21 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 34, 0, 34, 0, 1, 10, 53
Sat Jul 18 09:20:23 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0,42, 157, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 35, 0, 35, 0, 1, 10, 102
Sat Jul 18 09:20:24 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 36, 0, 36, 0, 1, 10, 221
Sat Jul 18 09:20:25 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 37, 0, 37, 0, 1, 10, 67
Sat Jul 18 09:20:27 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 38, 0, 38, 0, 1, 10, 177
Sat Jul 18 09:20:28 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 39, 0, 39, 0, 1, 11, 1
Sat Jul 18 09:20:29 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 40, 0, 40, 0, 1, 11, 7
Sat Jul 18 09:20:31 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 41, 0, 41, 0, 1, 10, 65
Sat Jul 18 09:20:32 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0,44, 159, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 42, 0, 42, 0, 1, 10, 173
Sat Jul 18 09:20:33 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0,44, 157, 44, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 43, 0, 43, 0, 1, 10, 212
Sat Jul 18 09:20:35 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0,42, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 44, 0, 44, 0, 1, 10, 90
Sat Jul 18 09:20:36 2026,40,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0,44, 159, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 45, 0, 45, 0, 1, 10, 223
Sat Jul 18 09:20:37 2026,41,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 46, 0, 46, 0, 1, 10, 55
Sat Jul 18 09:20:39 2026,42,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 47, 0, 47, 0, 1, 10, 89
Sat Jul 18 09:20:40 2026,43,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0,44, 159, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 48, 0, 48, 0, 1, 10, 77
Sat Jul 18 09:20:42 2026,44,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 49, 0, 49, 0, 1, 10, 149
Sat Jul 18 09:20:43 2026,45,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0,44, 156, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 50, 0, 50, 0, 1, 10, 47
Sat Jul 18 09:20:44 2026,46,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 51, 0, 51, 0, 1, 10, 95
Sat Jul 18 09:20:46 2026,47,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 52, 0, 52, 0, 1, 10, 95
Sat Jul 18 09:20:47 2026,48,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 53, 0, 53, 0, 1, 10, 187
Sat Jul 18 09:20:48 2026,49,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 54, 0, 54, 0, 1, 10, 240
Sat Jul 18 09:20:50 2026,50,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 55, 0, 55, 0, 1, 10, 146
Sat Jul 18 09:20:51 2026,51,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 160, 0, 0, 0, 0, 0, 1, 0, 0, 0, 56, 0, 56, 0, 1, 10, 50
Sat Jul 18 09:20:52 2026,52,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0,44, 157, 42, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 57, 0, 57, 0, 1, 10, 203
Sat Jul 18 09:20:54 2026,53,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0,44, 157, 40, 156, 0, 0, 0, 0, 0, 1, 0, 0, 0, 58, 0, 58, 0, 1, 10, 128
Sat Jul 18 09:20:55 2026,54,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0,44, 158, 42, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 59, 0, 59, 0, 1, 10, 134
